取引先コード,得意先名,取引日付,取引区分,伝票番号,行,商品コード,商品名,数量,単価,金額
0010,㈱杉尾システム,2005/07/19,10,91,4,0078,魚－－－－－－－－－－－－－－－－－－－－００７８,9,9640,86760
0010,㈱杉尾システム,2005/07/09,10,92,1,0089,一般家電－－－－－－－－－－－－－－－－－００８９,9,5650,50850
0010,㈱杉尾システム,2005/07/09,10,92,2,0009,果物－－－－－－－－－－－－－－－－－－－０００９,20,5300,106000
0037,株式会社浦安コーポレーション,2005/07/17,10,93,1,0022,野菜－－－－－－－－－－－－－－－－－－－００２２,13,9670,125710
0037,株式会社浦安コーポレーション,2005/07/17,10,93,2,0097,ゲーム機－－－－－－－－－－－－－－－－－００９７,15,8300,124500
0028,杉吉商店株式会社,2005/08/18,10,94,1,0060,発泡酒－－－－－－－－－－－－－－－－－－００６０,14,2970,41580
0028,杉吉商店株式会社,2005/08/18,10,94,2,0049,発泡酒－－－－－－－－－－－－－－－－－－００４９,2,650,1300
0028,杉吉商店株式会社,2005/08/18,10,94,3,0083,電池－－－－－－－－－－－－－－－－－－－００８３,15,2350,35250
0018,村本建設株式会社,2005/07/13,10,95,1,0013,一般衣類－－－－－－－－－－－－－－－－－００１３,20,8420,168400
0018,村本建設株式会社,2005/07/13,10,95,2,0081,パソコンサプライ－－－－－－－－－－－－－００８１,14,4440,62160
0018,村本建設株式会社,2005/07/13,10,95,3,0055,パソコン本体－－－－－－－－－－－－－－－００５５,9,1940,17460
0018,村本建設株式会社,2005/07/13,10,95,4,0042,ゲーム機－－－－－－－－－－－－－－－－－００４２,1,9940,9940
0017,株式会社丸中システム,2005/06/27,10,96,1,0095,一般家電－－－－－－－－－－－－－－－－－００９５,13,7850,102050
0017,株式会社丸中システム,2005/06/27,10,96,2,0096,冷凍食品－－－－－－－－－－－－－－－－－００９６,2,6250,12500
0017,株式会社丸中システム,2005/06/27,10,96,3,0065,パン－－－－－－－－－－－－－－－－－－－００６５,15,2630,39450
0017,株式会社丸中システム,2005/06/27,10,96,4,0025,ドリンク－－－－－－－－－－－－－－－－－００２５,12,3640,43680
0023,本木商事株式会社,2005/07/05,10,97,1,0098,パソコンサプライ－－－－－－－－－－－－－００９８,13,3970,51610
0023,本木商事株式会社,2005/07/05,10,97,2,0054,冷凍食品－－－－－－－－－－－－－－－－－００５４,4,9420,37680
0023,本木商事株式会社,2005/07/05,10,97,3,0038,スポーツ用品－－－－－－－－－－－－－－－００３８,20,2450,49000
0023,本木商事株式会社,2005/07/05,10,97,4,0018,消臭剤－－－－－－－－－－－－－－－－－－００１８,12,7030,84360
0023,本木商事株式会社,2005/07/07,10,98,1,0084,ドリンク－－－－－－－－－－－－－－－－－００８４,6,4940,29640
0023,本木商事株式会社,2005/07/07,10,98,2,0087,ドリンク－－－－－－－－－－－－－－－－－００８７,2,4030,8060
0023,本木商事株式会社,2005/07/07,10,98,3,0038,スポーツ用品－－－－－－－－－－－－－－－００３８,17,2450,41650
0010,㈱杉尾システム,2005/08/28,10,99,1,0095,一般家電－－－－－－－－－－－－－－－－－００９５,13,7850,102050
0010,㈱杉尾システム,2005/08/28,10,99,2,0012,家具－－－－－－－－－－－－－－－－－－－００１２,2,2360,4720
0010,㈱杉尾システム,2005/08/28,10,99,3,0078,魚－－－－－－－－－－－－－－－－－－－－００７８,7,9640,67480
0010,㈱杉尾システム,2005/08/28,10,99,4,0051,魚－－－－－－－－－－－－－－－－－－－－００５１,7,2250,15750
0032,森内商店株式会社,2005/06/08,10,100,1,0002,果物－－－－－－－－－－－－－－－－－－－０００２,16,3040,48640
0032,森内商店株式会社,2005/06/08,10,100,2,0048,ゲームソフト－－－－－－－－－－－－－－－００４８,3,9760,29280
0042,㈱川鈴商店,2005/08/26,10,101,1,0045,米－－－－－－－－－－－－－－－－－－－－００４５,11,7260,79860
0042,㈱川鈴商店,2005/08/26,10,101,2,0025,ドリンク－－－－－－－－－－－－－－－－－００２５,13,3640,47320
0042,㈱川鈴商店,2005/08/26,10,101,3,0053,電池－－－－－－－－－－－－－－－－－－－００５３,12,1010,12120
0042,㈱川鈴商店,2005/08/26,10,101,4,0044,パン－－－－－－－－－－－－－－－－－－－００４４,6,6500,39000
0029,株式会社多村商事,2005/07/01,10,102,1,0036,一般家電－－－－－－－－－－－－－－－－－００３６,11,9150,100650
0029,株式会社多村商事,2005/07/01,10,102,2,0044,パン－－－－－－－－－－－－－－－－－－－００４４,12,6500,78000
0029,株式会社多村商事,2005/07/01,10,102,3,0008,電池－－－－－－－－－－－－－－－－－－－０００８,8,610,4880
0029,株式会社多村商事,2005/07/01,10,102,4,0017,インスタントラーメン－－－－－－－－－－－００１７,19,9810,186390
0048,岡原コーポレーション株式会社,2005/08/30,10,103,1,0007,一般衣類－－－－－－－－－－－－－－－－－０００７,13,4320,56160
0048,岡原コーポレーション株式会社,2005/08/30,10,103,2,0035,照明－－－－－－－－－－－－－－－－－－－００３５,19,2050,38950
0048,岡原コーポレーション株式会社,2005/08/30,10,103,3,0022,野菜－－－－－－－－－－－－－－－－－－－００２２,15,9670,145050
0019,㈱鈴木商事,2005/08/27,10,104,1,0067,一般衣類－－－－－－－－－－－－－－－－－００６７,9,3480,31320
0009,㈱高野建設,2005/07/25,10,105,1,0034,清涼飲料水－－－－－－－－－－－－－－－－００３４,20,400,8000
0009,㈱高野建設,2005/07/25,10,105,2,0094,果物－－－－－－－－－－－－－－－－－－－００９４,18,1330,23940
0009,㈱高野建設,2005/07/25,10,105,3,0009,果物－－－－－－－－－－－－－－－－－－－０００９,6,5300,31800
0009,㈱高野建設,2005/07/25,10,105,4,0050,貴金属－－－－－－－－－－－－－－－－－－００５０,20,4750,95000
0033,㈱川吉コーポレーション,2005/08/16,10,106,1,0042,ゲーム機－－－－－－－－－－－－－－－－－００４２,7,9940,69580
0033,㈱川吉コーポレーション,2005/08/16,10,106,2,0045,米－－－－－－－－－－－－－－－－－－－－００４５,14,7260,101640
0024,山鈴商事株式会社,2005/08/25,10,107,1,0024,電池－－－－－－－－－－－－－－－－－－－００２４,8,8370,66960
0050,原多建設株式会社,2005/07/10,10,108,1,0084,ドリンク－－－－－－－－－－－－－－－－－００８４,4,4940,19760
0050,原多建設株式会社,2005/07/10,10,108,2,0049,発泡酒－－－－－－－－－－－－－－－－－－００４９,17,650,11050
0004,㈱中鈴商店,2005/07/03,10,109,1,0030,ゲーム機－－－－－－－－－－－－－－－－－００３０,19,9230,175370
0004,㈱中鈴商店,2005/07/03,10,109,2,0042,ゲーム機－－－－－－－－－－－－－－－－－００４２,15,9940,149100
0004,㈱中鈴商店,2005/07/03,10,109,3,0044,パン－－－－－－－－－－－－－－－－－－－００４４,16,6500,104000
0004,㈱中鈴商店,2005/07/03,10,109,4,0037,米－－－－－－－－－－－－－－－－－－－－００３７,16,5850,93600
0013,原本商店株式会社,2005/06/04,10,110,1,0036,一般家電－－－－－－－－－－－－－－－－－００３６,20,9150,183000
0044,㈱丸内コーポレーション,2005/08/04,10,111,1,0020,風邪薬－－－－－－－－－－－－－－－－－－００２０,15,2300,34500
0011,本木コーポレーション株式会社,2005/07/18,10,112,1,0089,一般家電－－－－－－－－－－－－－－－－－００８９,8,5650,45200
0030,田内商事株式会社,2005/07/20,10,113,1,0040,パソコン本体－－－－－－－－－－－－－－－００４０,20,4730,94600
0030,田内商事株式会社,2005/07/20,10,113,2,0065,パン－－－－－－－－－－－－－－－－－－－００６５,18,2630,47340
0046,本村商事株式会社,2005/06/25,10,114,1,0007,一般衣類－－－－－－－－－－－－－－－－－０００７,4,4320,17280
0046,本村商事株式会社,2005/06/25,10,114,2,0074,インスタントラーメン－－－－－－－－－－－００７４,12,9800,117600
0046,本村商事株式会社,2005/06/25,10,114,3,0091,一般家電－－－－－－－－－－－－－－－－－００９１,1,5380,5380
0046,本村商事株式会社,2005/06/25,10,114,4,0034,清涼飲料水－－－－－－－－－－－－－－－－００３４,12,400,4800
0018,村本建設株式会社,2005/08/12,10,115,1,0097,ゲーム機－－－－－－－－－－－－－－－－－００９７,16,8300,132800
0018,村本建設株式会社,2005/08/12,10,115,2,0091,一般家電－－－－－－－－－－－－－－－－－００９１,16,5380,86080
0003,川田システム株式会社,2005/08/06,10,116,1,0096,冷凍食品－－－－－－－－－－－－－－－－－００９６,15,6250,93750
0003,川田システム株式会社,2005/08/06,10,116,2,0020,風邪薬－－－－－－－－－－－－－－－－－－００２０,4,2300,9200
0042,㈱川鈴商店,2005/08/11,10,117,1,0001,スポーツ用品－－－－－－－－－－－－－－－０００１,13,8820,114660
0042,㈱川鈴商店,2005/08/11,10,117,2,0025,ドリンク－－－－－－－－－－－－－－－－－００２５,8,3640,29120
0042,㈱川鈴商店,2005/08/11,10,117,3,0086,インスタントラーメン－－－－－－－－－－－００８６,17,10140,172380
0042,㈱川鈴商店,2005/08/11,10,117,4,0076,ゲームソフト－－－－－－－－－－－－－－－００７６,19,9800,186200
0036,㈱丸多商店,2005/06/04,10,118,1,0039,パン－－－－－－－－－－－－－－－－－－－００３９,20,7440,148800
0017,株式会社丸中システム,2005/06/28,10,119,1,0055,パソコン本体－－－－－－－－－－－－－－－００５５,8,1940,15520
0017,株式会社丸中システム,2005/06/28,10,119,2,0008,電池－－－－－－－－－－－－－－－－－－－０００８,18,610,10980
0017,株式会社丸中システム,2005/06/28,10,119,3,0034,清涼飲料水－－－－－－－－－－－－－－－－００３４,8,400,3200
0017,株式会社丸中システム,2005/06/28,10,119,4,0021,パソコンサプライ－－－－－－－－－－－－－００２１,8,2200,17600
0005,尾吉商事株式会社,2005/07/24,10,120,1,0035,照明－－－－－－－－－－－－－－－－－－－００３５,16,2050,32800
0005,尾吉商事株式会社,2005/07/24,10,120,2,0094,果物－－－－－－－－－－－－－－－－－－－００９４,7,1330,9310
0020,㈱木山建設,2005/09/03,10,121,1,0029,ドリンク－－－－－－－－－－－－－－－－－００２９,17,10010,170170
0047,株式会社尾浦商事,2005/08/23,10,122,1,0008,電池－－－－－－－－－－－－－－－－－－－０００８,8,610,4880
0047,株式会社尾浦商事,2005/08/23,10,122,2,0045,米－－－－－－－－－－－－－－－－－－－－００４５,10,7260,72600
0008,株式会社杉尾コーポレーション,2005/06/22,10,123,1,0039,パン－－－－－－－－－－－－－－－－－－－００３９,8,7440,59520
0008,株式会社杉尾コーポレーション,2005/06/22,10,123,2,0022,野菜－－－－－－－－－－－－－－－－－－－００２２,5,9670,48350
0008,株式会社杉尾コーポレーション,2005/06/22,10,123,3,0095,一般家電－－－－－－－－－－－－－－－－－００９５,19,7850,149150
0008,株式会社杉尾コーポレーション,2005/06/22,10,123,4,0007,一般衣類－－－－－－－－－－－－－－－－－０００７,6,4320,25920
0009,㈱高野建設,2005/06/01,10,124,1,0037,米－－－－－－－－－－－－－－－－－－－－００３７,15,5850,87750
0009,㈱高野建設,2005/06/01,10,124,2,0036,一般家電－－－－－－－－－－－－－－－－－００３６,1,9150,9150
0013,原本商店株式会社,2005/07/14,10,125,1,0095,一般家電－－－－－－－－－－－－－－－－－００９５,11,7850,86350
