取引区分,伝票番号,行,取引日付,取引先コード,商品コード,数量,単価,金額,更新済
10,808,1,2005/06/11,0017,0004,15,2180,32700,
10,808,2,2005/06/11,0017,0070,7,8640,60480,
10,808,3,2005/06/11,0017,0067,2,3480,6960,
10,808,4,2005/06/11,0017,0022,8,9670,77360,
10,809,1,2005/06/08,0034,0084,12,4940,59280,
10,810,1,2005/08/09,0037,0042,9,9940,89460,
10,811,1,2005/06/03,0005,0018,17,7030,119510,
10,812,1,2005/08/11,0023,0082,12,8130,97560,
10,812,2,2005/08/11,0023,0060,15,2970,44550,
10,813,1,2005/07/09,0002,0009,1,5300,5300,
10,814,1,2005/06/19,0037,0073,12,780,9360,
10,815,1,2005/07/10,0004,0064,17,5200,88400,
10,815,2,2005/07/10,0004,0089,3,5650,16950,
10,815,3,2005/07/10,0004,0092,19,8280,157320,
10,815,4,2005/07/10,0004,0099,17,7590,129030,
10,816,1,2005/06/06,0001,0039,8,7440,59520,
10,816,2,2005/06/06,0001,0046,6,3880,23280,
10,816,3,2005/06/06,0001,0009,11,5300,58300,
10,817,1,2005/08/06,0009,0037,4,5850,23400,
10,818,1,2005/08/05,0049,0002,13,3040,39520,
10,818,2,2005/08/05,0049,0059,19,7920,150480,
10,819,1,2005/07/13,0030,0001,13,8820,114660,
10,819,2,2005/07/13,0030,0076,16,9800,156800,
10,819,3,2005/07/13,0030,0025,3,3640,10920,
10,820,1,2005/08/24,0004,0094,16,1330,21280,
10,821,1,2005/07/02,0009,0092,11,8280,91080,
10,821,2,2005/07/02,0009,0019,13,9210,119730,
10,822,1,2005/06/12,0034,0053,12,1010,12120,
10,822,2,2005/06/12,0034,0008,7,610,4270,
10,822,3,2005/06/12,0034,0028,11,1780,19580,
10,823,1,2005/08/24,0019,0039,13,7440,96720,
10,823,2,2005/08/24,0019,0036,15,9150,137250,
10,824,1,2005/09/04,0035,0026,3,9760,29280,
10,825,1,2005/06/22,0028,0071,13,10050,130650,
10,825,2,2005/06/22,0028,0002,7,3040,21280,
10,825,3,2005/06/22,0028,0041,13,4430,57590,
10,826,1,2005/06/07,0016,0099,18,7590,136620,
10,827,1,2005/07/19,0002,0044,7,6500,45500,
10,827,2,2005/07/19,0002,0038,11,2450,26950,
10,827,3,2005/07/19,0002,0083,15,2350,35250,
10,827,4,2005/07/19,0002,0061,14,7120,99680,
10,828,1,2005/06/11,0047,0092,3,8280,24840,
10,829,1,2005/07/31,0002,0090,5,3650,18250,
10,829,2,2005/07/31,0002,0089,9,5650,50850,
10,829,3,2005/07/31,0002,0080,15,7460,111900,
10,829,4,2005/07/31,0002,0090,20,3650,73000,
10,830,1,2005/07/23,0024,0012,18,2360,42480,
10,831,1,2005/06/29,0008,0011,18,680,12240,
10,831,2,2005/06/29,0008,0082,13,8130,105690,
10,831,3,2005/06/29,0008,0018,12,7030,84360,
10,831,4,2005/06/29,0008,0042,4,9940,39760,
10,832,1,2005/08/04,0050,0047,11,8740,96140,
10,832,2,2005/08/04,0050,0044,14,6500,91000,
10,832,3,2005/08/04,0050,0043,11,4200,46200,
10,832,4,2005/08/04,0050,0011,20,680,13600,
10,833,1,2005/08/04,0022,0057,2,4020,8040,
10,833,2,2005/08/04,0022,0099,18,7590,136620,
10,833,3,2005/08/04,0022,0051,2,2250,4500,
10,833,4,2005/08/04,0022,0061,5,7120,35600,
10,834,1,2005/06/10,0037,0081,11,4440,48840,
10,834,2,2005/06/10,0037,0023,7,7170,50190,
10,834,3,2005/06/10,0037,0025,20,3640,72800,
10,834,4,2005/06/10,0037,0073,8,780,6240,
10,835,1,2005/08/11,0003,0004,2,2180,4360,
10,835,2,2005/08/11,0003,0021,12,2200,26400,
10,836,1,2005/08/19,0012,0037,17,5850,99450,
10,836,2,2005/08/19,0012,0090,12,3650,43800,
10,836,3,2005/08/19,0012,0045,17,7260,123420,
10,837,1,2005/07/05,0001,0093,12,2960,35520,
10,837,2,2005/07/05,0001,0003,17,2330,39610,
10,837,3,2005/07/05,0001,0078,17,9640,163880,
10,837,4,2005/07/05,0001,0012,7,2360,16520,
10,838,1,2005/06/19,0003,0082,15,8130,121950,
10,838,2,2005/06/19,0003,0086,3,10140,30420,
10,839,1,2005/08/09,0032,0083,15,2350,35250,
10,839,2,2005/08/09,0032,0016,8,5310,42480,
10,839,3,2005/08/09,0032,0063,13,1420,18460,
10,840,1,2005/08/29,0012,0064,11,5200,57200,
10,841,1,2005/08/02,0015,0076,14,9800,137200,
10,841,2,2005/08/02,0015,0011,15,680,10200,
10,841,3,2005/08/02,0015,0059,16,7920,126720,
10,842,1,2005/06/30,0050,0024,19,8370,159030,
10,842,2,2005/06/30,0050,0099,2,7590,15180,
10,842,3,2005/06/30,0050,0022,16,9670,154720,
10,843,1,2005/07/13,0010,0066,11,4950,54450,
10,843,2,2005/07/13,0010,0001,6,8820,52920,
10,843,3,2005/07/13,0010,0046,9,3880,34920,
10,843,4,2005/07/13,0010,0052,3,3360,10080,
10,844,1,2005/06/13,0009,0051,1,2250,2250,
10,844,2,2005/06/13,0009,0044,1,6500,6500,
10,845,1,2005/08/11,0025,0059,8,7920,63360,
10,846,1,2005/08/09,0012,0012,14,2360,33040,
10,846,2,2005/08/09,0012,0077,17,8350,141950,
10,846,3,2005/08/09,0012,0058,15,9710,145650,
10,847,1,2005/08/02,0031,0087,9,4030,36270,
10,847,2,2005/08/02,0031,0076,15,9800,147000,
10,848,1,2005/08/24,0043,0080,1,7460,7460,
10,848,2,2005/08/24,0043,0059,19,7920,150480,
10,848,3,2005/08/24,0043,0078,17,9640,163880,
10,849,1,2005/06/12,0031,0033,4,8770,35080,
10,850,1,2005/06/20,0021,0007,3,4320,12960,
10,850,2,2005/06/20,0021,0095,16,7850,125600,
10,850,3,2005/06/20,0021,0069,9,5150,46350,
10,850,4,2005/06/20,0021,0071,12,10050,120600,
10,851,1,2005/07/01,0042,0062,19,2850,54150,
10,851,2,2005/07/01,0042,0081,12,4440,53280,
10,851,3,2005/07/01,0042,0043,18,4200,75600,
10,851,4,2005/07/01,0042,0012,12,2360,28320,
10,852,1,2005/08/26,0020,0022,8,9670,77360,
10,852,2,2005/08/26,0020,0081,9,4440,39960,
10,853,1,2005/08/29,0039,0080,14,7460,104440,
10,853,2,2005/08/29,0039,0079,11,3280,36080,
10,853,3,2005/08/29,0039,0088,1,6820,6820,
10,854,1,2005/07/10,0015,0040,20,4730,94600,
10,855,1,2005/07/22,0037,0005,14,4230,59220,
10,855,2,2005/07/22,0037,0057,11,4020,44220,
10,855,3,2005/07/22,0037,0089,12,5650,67800,
10,856,1,2005/08/29,0039,0016,9,5310,47790,
10,856,2,2005/08/29,0039,0061,8,7120,56960,
10,856,3,2005/08/29,0039,0054,8,9420,75360,
10,856,4,2005/08/29,0039,0058,20,9710,194200,
10,857,1,2005/06/24,0041,0080,14,7460,104440,
10,858,1,2005/08/29,0031,0009,15,5300,79500,
10,858,2,2005/08/29,0031,0043,14,4200,58800,
10,858,3,2005/08/29,0031,0027,5,9240,46200,
10,859,1,2005/09/01,0017,0045,8,7260,58080,
10,860,1,2005/08/27,0047,0061,1,7120,7120,
10,860,2,2005/08/27,0047,0039,5,7440,37200,
10,860,3,2005/08/27,0047,0073,8,780,6240,
10,860,4,2005/08/27,0047,0034,8,400,3200,
10,861,1,2005/07/09,0006,0065,3,2630,7890,
10,862,1,2005/08/06,0028,0002,17,3040,51680,
10,863,1,2005/08/02,0011,0021,13,2200,28600,
10,863,2,2005/08/02,0011,0023,18,7170,129060,
10,863,3,2005/08/02,0011,0062,16,2850,45600,
10,864,1,2005/08/24,0047,0003,19,2330,44270,
10,865,1,2005/07/10,0032,0027,7,9240,64680,
10,865,2,2005/07/10,0032,0012,5,2360,11800,
10,865,3,2005/07/10,0032,0035,12,2050,24600,
10,866,1,2005/07/04,0011,0081,1,4440,4440,
10,866,2,2005/07/04,0011,0013,6,8420,50520,
10,866,3,2005/07/04,0011,0051,20,2250,45000,
10,867,1,2005/07/13,0009,0031,12,5020,60240,
10,867,2,2005/07/13,0009,0063,18,1420,25560,
10,867,3,2005/07/13,0009,0006,5,6030,30150,
10,868,1,2005/06/16,0048,0086,1,10140,10140,
10,869,1,2005/07/11,0041,0098,6,3970,23820,
10,869,2,2005/07/11,0041,0024,5,8370,41850,
10,870,1,2005/06/18,0022,0076,8,9800,78400,
10,870,2,2005/06/18,0022,0087,12,4030,48360,
10,870,3,2005/06/18,0022,0047,9,8740,78660,
10,870,4,2005/06/18,0022,0036,6,9150,54900,
10,871,1,2005/06/03,0050,0061,4,7120,28480,
10,871,2,2005/06/03,0050,0035,4,2050,8200,
10,872,1,2005/08/21,0050,0024,10,8370,83700,
10,872,2,2005/08/21,0050,0047,1,8740,8740,
10,872,3,2005/08/21,0050,0092,15,8280,124200,
10,872,4,2005/08/21,0050,0020,15,2300,34500,
10,873,1,2005/06/27,0019,0076,5,9800,49000,
10,873,2,2005/06/27,0019,0064,8,5200,41600,
10,874,1,2005/06/10,0003,0061,10,7120,71200,
10,874,2,2005/06/10,0003,0086,18,10140,182520,
10,874,3,2005/06/10,0003,0096,2,6250,12500,
10,874,4,2005/06/10,0003,0057,16,4020,64320,
10,875,1,2005/07/15,0014,0004,12,2180,26160,
10,876,1,2005/06/20,0028,0089,17,5650,96050,
10,877,1,2005/06/23,0028,0098,3,3970,11910,
10,877,2,2005/06/23,0028,0021,17,2200,37400,
10,877,3,2005/06/23,0028,0002,6,3040,18240,
10,878,1,2005/06/04,0029,0019,15,9210,138150,
10,878,2,2005/06/04,0029,0057,7,4020,28140,
10,879,1,2005/06/29,0046,0080,1,7460,7460,
10,879,2,2005/06/29,0046,0043,9,4200,37800,
10,879,3,2005/06/29,0046,0034,17,400,6800,
10,880,1,2005/08/29,0028,0068,12,6820,81840,
10,880,2,2005/08/29,0028,0015,8,1820,14560,
10,880,3,2005/08/29,0028,0060,8,2970,23760,
10,881,1,2005/06/16,0004,0038,9,2450,22050,
10,881,2,2005/06/16,0004,0086,17,10140,172380,
10,881,3,2005/06/16,0004,0014,19,7100,134900,
10,882,1,2005/06/27,0001,0039,17,7440,126480,
10,882,2,2005/06/27,0001,0093,12,2960,35520,
10,882,3,2005/06/27,0001,0093,13,2960,38480,
10,883,1,2005/07/19,0014,0043,15,4200,63000,
10,884,1,2005/07/24,0021,0041,9,4430,39870,
10,884,2,2005/07/24,0021,0028,12,1780,21360,
10,884,3,2005/07/24,0021,0032,9,4660,41940,
10,884,4,2005/07/24,0021,0036,10,9150,91500,
10,885,1,2005/07/21,0028,0018,5,7030,35150,
10,885,2,2005/07/21,0028,0010,19,580,11020,
10,886,1,2005/07/24,0017,0009,18,5300,95400,
10,886,2,2005/07/24,0017,0006,1,6030,6030,
10,887,1,2005/06/03,0046,0094,13,1330,17290,
10,887,2,2005/06/03,0046,0046,3,3880,11640,
10,887,3,2005/06/03,0046,0011,15,680,10200,
10,887,4,2005/06/03,0046,0086,11,10140,111540,
10,888,1,2005/07/16,0016,0068,17,6820,115940,
10,888,2,2005/07/16,0016,0075,11,5910,65010,
10,889,1,2005/07/31,0019,0089,13,5650,73450,
10,889,2,2005/07/31,0019,0008,3,610,1830,
10,890,1,2005/07/16,0046,0072,10,7050,70500,
10,890,2,2005/07/16,0046,0096,9,6250,56250,
10,890,3,2005/07/16,0046,0059,2,7920,15840,
10,891,1,2005/08/03,0005,0034,4,400,1600,
10,891,2,2005/08/03,0005,0078,20,9640,192800,
10,891,3,2005/08/03,0005,0026,16,9760,156160,
10,891,4,2005/08/03,0005,0024,6,8370,50220,
10,892,1,2005/07/15,0048,0086,14,10140,141960,
10,892,2,2005/07/15,0048,0069,11,5150,56650,
10,892,3,2005/07/15,0048,0088,18,6820,122760,
10,893,1,2005/07/14,0012,0045,11,7260,79860,
10,894,1,2005/08/30,0015,0092,19,8280,157320,
10,894,2,2005/08/30,0015,0014,12,7100,85200,
10,895,1,2005/08/27,0019,0096,6,6250,37500,
10,896,1,2005/08/10,0036,0097,9,8300,74700,
10,896,2,2005/08/10,0036,0023,20,7170,143400,
10,897,1,2005/07/12,0016,0033,11,8770,96470,
10,898,1,2005/08/02,0035,0087,15,4030,60450,
10,899,1,2005/06/29,0046,0094,18,1330,23940,
10,900,1,2005/08/12,0011,0020,15,2300,34500,
10,900,2,2005/08/12,0011,0026,10,9760,97600,
10,900,3,2005/08/12,0011,0008,5,610,3050,
10,901,1,2005/08/03,0002,0079,18,3280,59040,
10,901,2,2005/08/03,0002,0073,4,780,3120,
10,902,1,2005/08/13,0018,0037,18,5850,105300,
10,902,2,2005/08/13,0018,0091,7,5380,37660,
10,902,3,2005/08/13,0018,0088,9,6820,61380,
10,903,1,2005/06/22,0035,0025,2,3640,7280,
10,903,2,2005/06/22,0035,0040,9,4730,42570,
10,904,1,2005/06/22,0006,0031,1,5020,5020,
10,904,2,2005/06/22,0006,0058,20,9710,194200,
10,904,3,2005/06/22,0006,0097,2,8300,16600,
10,905,1,2005/07/25,0047,0072,7,7050,49350,
10,905,2,2005/07/25,0047,0076,3,9800,29400,
10,905,3,2005/07/25,0047,0067,1,3480,3480,
10,905,4,2005/07/25,0047,0010,17,580,9860,
10,906,1,2005/08/14,0031,0048,16,9760,156160,
10,906,2,2005/08/14,0031,0078,7,9640,67480,
10,907,1,2005/07/28,0044,0092,1,8280,8280,
10,907,2,2005/07/28,0044,0083,19,2350,44650,
10,907,3,2005/07/28,0044,0042,20,9940,198800,
10,908,1,2005/08/22,0031,0079,8,3280,26240,
10,908,2,2005/08/22,0031,0031,12,5020,60240,
10,908,3,2005/08/22,0031,0024,13,8370,108810,
10,909,1,2005/06/04,0010,0068,16,6820,109120,
10,910,1,2005/07/31,0007,0043,6,4200,25200,
10,910,2,2005/07/31,0007,0053,1,1010,1010,
10,911,1,2005/08/21,0036,0020,5,2300,11500,
10,911,2,2005/08/21,0036,0016,15,5310,79650,
10,911,3,2005/08/21,0036,0046,19,3880,73720,
10,912,1,2005/08/20,0040,0015,1,1820,1820,
10,912,2,2005/08/20,0040,0057,2,4020,8040,
10,912,3,2005/08/20,0040,0020,1,2300,2300,
10,913,1,2005/06/27,0048,0067,6,3480,20880,
10,913,2,2005/06/27,0048,0066,17,4950,84150,
10,913,3,2005/06/27,0048,0041,17,4430,75310,
10,913,4,2005/06/27,0048,0001,3,8820,26460,
10,914,1,2005/08/23,0002,0062,2,2850,5700,
10,915,1,2005/06/28,0031,0079,11,3280,36080,
10,915,2,2005/06/28,0031,0002,8,3040,24320,
10,915,3,2005/06/28,0031,0006,5,6030,30150,
10,915,4,2005/06/28,0031,0057,20,4020,80400,
10,916,1,2005/08/26,0017,0049,12,650,7800,
10,917,1,2005/07/16,0004,0086,11,10140,111540,
10,917,2,2005/07/16,0004,0053,10,1010,10100,
10,918,1,2005/08/06,0020,0049,13,650,8450,
10,919,1,2005/06/07,0048,0057,15,4020,60300,
10,919,2,2005/06/07,0048,0053,4,1010,4040,
10,920,1,2005/07/16,0023,0055,7,1940,13580,
10,920,2,2005/07/16,0023,0086,7,10140,70980,
10,921,1,2005/08/22,0039,0020,10,2300,23000,
10,922,1,2005/07/01,0016,0069,9,5150,46350,
10,922,2,2005/07/01,0016,0090,4,3650,14600,
10,923,1,2005/06/04,0026,0040,6,4730,28380,
10,923,2,2005/06/04,0026,0030,13,9230,119990,
10,924,1,2005/07/12,0033,0065,8,2630,21040,
10,924,2,2005/07/12,0033,0002,17,3040,51680,
10,925,1,2005/07/28,0028,0081,4,4440,17760,
10,925,2,2005/07/28,0028,0024,11,8370,92070,
10,925,3,2005/07/28,0028,0040,20,4730,94600,
10,925,4,2005/07/28,0028,0045,9,7260,65340,
10,926,1,2005/07/07,0020,0036,20,9150,183000,
10,926,2,2005/07/07,0020,0048,11,9760,107360,
10,927,1,2005/08/14,0007,0090,7,3650,25550,
10,927,2,2005/08/14,0007,0054,15,9420,141300,
10,928,1,2005/07/13,0022,0053,11,1010,11110,
10,928,2,2005/07/13,0022,0018,11,7030,77330,
10,929,1,2005/08/27,0018,0061,15,7120,106800,
10,929,2,2005/08/27,0018,0068,18,6820,122760,
10,930,1,2005/07/13,0044,0062,19,2850,54150,
10,930,2,2005/07/13,0044,0022,6,9670,58020,
10,930,3,2005/07/13,0044,0021,5,2200,11000,
10,931,1,2005/06/27,0025,0066,19,4950,94050,
10,931,2,2005/06/27,0025,0014,8,7100,56800,
10,931,3,2005/06/27,0025,0001,10,8820,88200,
10,931,4,2005/06/27,0025,0089,3,5650,16950,
10,932,1,2005/06/24,0046,0042,5,9940,49700,
10,932,2,2005/06/24,0046,0041,14,4430,62020,
10,933,1,2005/07/08,0046,0008,12,610,7320,
10,934,1,2005/07/20,0046,0034,4,400,1600,
10,934,2,2005/07/20,0046,0032,14,4660,65240,
10,934,3,2005/07/20,0046,0004,17,2180,37060,
10,934,4,2005/07/20,0046,0031,20,5020,100400,
10,935,1,2005/08/16,0013,0054,5,9420,47100,
10,935,2,2005/08/16,0013,0035,17,2050,34850,
10,936,1,2005/08/11,0048,0036,8,9150,73200,
10,936,2,2005/08/11,0048,0053,13,1010,13130,
10,936,3,2005/08/11,0048,0021,11,2200,24200,
10,937,1,2005/07/05,0043,0083,10,2350,23500,
10,937,2,2005/07/05,0043,0027,2,9240,18480,
10,937,3,2005/07/05,0043,0083,18,2350,42300,
10,938,1,2005/06/21,0011,0061,9,7120,64080,
10,938,2,2005/06/21,0011,0063,17,1420,24140,
10,938,3,2005/06/21,0011,0064,2,5200,10400,
10,938,4,2005/06/21,0011,0054,10,9420,94200,
10,939,1,2005/08/07,0011,0081,6,4440,26640,
10,939,2,2005/08/07,0011,0011,8,680,5440,
10,939,3,2005/08/07,0011,0092,6,8280,49680,
10,939,4,2005/08/07,0011,0031,6,5020,30120,
10,940,1,2005/08/08,0023,0012,7,2360,16520,
10,940,2,2005/08/08,0023,0037,8,5850,46800,
10,940,3,2005/08/08,0023,0046,11,3880,42680,
10,941,1,2005/07/22,0011,0036,15,9150,137250,
10,941,2,2005/07/22,0011,0064,5,5200,26000,
10,942,1,2005/06/03,0041,0073,9,780,7020,
10,942,2,2005/06/03,0041,0044,6,6500,39000,
10,943,1,2005/07/27,0004,0054,10,9420,94200,
10,943,2,2005/07/27,0004,0039,9,7440,66960,
10,944,1,2005/09/07,0036,0100,7,4790,33530,
10,945,1,2005/09/02,0002,0054,1,9420,9420,
10,945,2,2005/09/02,0002,0083,11,2350,25850,
10,945,3,2005/09/02,0002,0036,12,9150,109800,
10,945,4,2005/09/02,0002,0046,3,3880,11640,
10,946,1,2005/06/17,0011,0055,2,1940,3880,
10,946,2,2005/06/17,0011,0054,15,9420,141300,
10,947,1,2005/07/06,0008,0041,7,4430,31010,
10,947,2,2005/07/06,0008,0018,5,7030,35150,
10,947,3,2005/07/06,0008,0022,17,9670,164390,
10,947,4,2005/07/06,0008,0029,10,10010,100100,
10,948,1,2005/08/15,0013,0063,6,1420,8520,
10,949,1,2005/06/14,0018,0068,4,6820,27280,
10,949,2,2005/06/14,0018,0078,2,9640,19280,
10,949,3,2005/06/14,0018,0061,14,7120,99680,
10,949,4,2005/06/14,0018,0066,12,4950,59400,
10,950,1,2005/06/01,0007,0051,16,2250,36000,
10,950,2,2005/06/01,0007,0018,11,7030,77330,
10,950,3,2005/06/01,0007,0018,15,7030,105450,
10,951,1,2005/08/09,0009,0080,4,7460,29840,
10,952,1,2005/08/27,0033,0050,6,4750,28500,
10,952,2,2005/08/27,0033,0076,11,9800,107800,
10,953,1,2005/07/30,0025,0096,16,6250,100000,
10,953,2,2005/07/30,0025,0064,11,5200,57200,
10,953,3,2005/07/30,0025,0022,2,9670,19340,
10,953,4,2005/07/30,0025,0076,7,9800,68600,
10,954,1,2005/07/31,0043,0017,1,9810,9810,
10,954,2,2005/07/31,0043,0071,2,10050,20100,
10,954,3,2005/07/31,0043,0016,19,5310,100890,
10,954,4,2005/07/31,0043,0061,14,7120,99680,
10,955,1,2005/08/12,0027,0041,5,4430,22150,
10,955,2,2005/08/12,0027,0017,1,9810,9810,
10,956,1,2005/08/22,0042,0013,13,8420,109460,
10,957,1,2005/06/30,0030,0010,9,580,5220,
10,957,2,2005/06/30,0030,0069,3,5150,15450,
10,957,3,2005/06/30,0030,0014,10,7100,71000,
10,958,1,2005/06/15,0050,0006,18,6030,108540,
10,959,1,2005/08/11,0023,0097,8,8300,66400,
10,959,2,2005/08/11,0023,0088,11,6820,75020,
10,959,3,2005/08/11,0023,0084,1,4940,4940,
10,959,4,2005/08/11,0023,0054,6,9420,56520,
10,960,1,2005/08/18,0004,0040,12,4730,56760,
10,960,2,2005/08/18,0004,0055,8,1940,15520,
10,960,3,2005/08/18,0004,0001,10,8820,88200,
10,960,4,2005/08/18,0004,0091,7,5380,37660,
10,961,1,2005/07/01,0022,0044,3,6500,19500,
10,961,2,2005/07/01,0022,0054,17,9420,160140,
10,961,3,2005/07/01,0022,0064,14,5200,72800,
10,962,1,2005/08/12,0049,0059,14,7920,110880,
10,962,2,2005/08/12,0049,0032,18,4660,83880,
10,963,1,2005/06/14,0006,0093,16,2960,47360,
10,964,1,2005/06/19,0050,0098,4,3970,15880,
10,964,2,2005/06/19,0050,0061,9,7120,64080,
10,964,3,2005/06/19,0050,0009,10,5300,53000,
10,964,4,2005/06/19,0050,0001,9,8820,79380,
10,965,1,2005/08/13,0043,0033,6,8770,52620,
10,965,2,2005/08/13,0043,0070,13,8640,112320,
10,966,1,2005/07/15,0030,0029,5,10010,50050,
10,966,2,2005/07/15,0030,0012,1,2360,2360,
10,966,3,2005/07/15,0030,0066,19,4950,94050,
10,966,4,2005/07/15,0030,0002,16,3040,48640,
10,967,1,2005/06/16,0012,0031,1,5020,5020,
10,967,2,2005/06/16,0012,0061,3,7120,21360,
10,967,3,2005/06/16,0012,0040,3,4730,14190,
10,967,4,2005/06/16,0012,0043,12,4200,50400,
10,968,1,2005/07/30,0009,0020,7,2300,16100,
10,968,2,2005/07/30,0009,0010,10,580,5800,
10,968,3,2005/07/30,0009,0095,11,7850,86350,
10,969,1,2005/08/08,0037,0002,9,3040,27360,
10,969,2,2005/08/08,0037,0096,11,6250,68750,
10,970,1,2005/08/25,0035,0072,5,7050,35250,
10,971,1,2005/06/18,0005,0005,9,4230,38070,
10,971,2,2005/06/18,0005,0045,7,7260,50820,
10,972,1,2005/08/03,0041,0046,14,3880,54320,
10,973,1,2005/08/07,0001,0034,13,400,5200,
10,973,2,2005/08/07,0001,0049,4,650,2600,
10,974,1,2005/08/30,0015,0040,6,4730,28380,
10,974,2,2005/08/30,0015,0016,3,5310,15930,
10,974,3,2005/08/30,0015,0093,3,2960,8880,
10,975,1,2005/08/13,0026,0086,18,10140,182520,
10,975,2,2005/08/13,0026,0020,11,2300,25300,
10,975,3,2005/08/13,0026,0031,11,5020,55220,
10,975,4,2005/08/13,0026,0050,3,4750,14250,
10,976,1,2005/06/29,0027,0082,12,8130,97560,
10,976,2,2005/06/29,0027,0080,16,7460,119360,
10,976,3,2005/06/29,0027,0045,5,7260,36300,
10,976,4,2005/06/29,0027,0070,2,8640,17280,
10,977,1,2005/09/09,0038,0037,7,5850,40950,
10,977,2,2005/09/09,0038,0018,6,7030,42180,
10,977,3,2005/09/09,0038,0039,6,7440,44640,
10,978,1,2005/08/11,0001,0072,2,7050,14100,
10,978,2,2005/08/11,0001,0004,4,2180,8720,
10,979,1,2005/06/30,0050,0091,2,5380,10760,
10,979,2,2005/06/30,0050,0077,1,8350,8350,
10,979,3,2005/06/30,0050,0072,14,7050,98700,
10,980,1,2005/07/02,0042,0028,8,1780,14240,
10,981,1,2005/06/12,0043,0001,5,8820,44100,
10,981,2,2005/06/12,0043,0003,15,2330,34950,
10,982,1,2005/06/10,0029,0063,11,1420,15620,
10,982,2,2005/06/10,0029,0086,19,10140,192660,
10,983,1,2005/06/07,0017,0069,14,5150,72100,
10,983,2,2005/06/07,0017,0003,18,2330,41940,
10,984,1,2005/08/25,0037,0006,2,6030,12060,
10,984,2,2005/08/25,0037,0004,15,2180,32700,
10,985,1,2005/06/04,0006,0029,14,10010,140140,
10,985,2,2005/06/04,0006,0050,11,4750,52250,
10,986,1,2005/07/25,0007,0100,9,4790,43110,
10,986,2,2005/07/25,0007,0081,16,4440,71040,
10,986,3,2005/07/25,0007,0002,11,3040,33440,
10,986,4,2005/07/25,0007,0053,5,1010,5050,
10,987,1,2005/07/07,0049,0039,15,7440,111600,
10,987,2,2005/07/07,0049,0030,15,9230,138450,
10,987,3,2005/07/07,0049,0048,12,9760,117120,
10,987,4,2005/07/07,0049,0082,9,8130,73170,
10,988,1,2005/08/10,0048,0073,20,780,15600,
10,988,2,2005/08/10,0048,0001,6,8820,52920,
10,988,3,2005/08/10,0048,0014,14,7100,99400,
10,989,1,2005/07/03,0014,0082,16,8130,130080,
10,989,2,2005/07/03,0014,0064,16,5200,83200,
10,989,3,2005/07/03,0014,0027,10,9240,92400,
10,990,1,2005/07/23,0015,0015,9,1820,16380,
10,990,2,2005/07/23,0015,0005,19,4230,80370,
10,991,1,2005/07/22,0036,0094,3,1330,3990,
10,991,2,2005/07/22,0036,0021,19,2200,41800,
10,992,1,2005/06/20,0023,0016,17,5310,90270,
10,993,1,2005/09/07,0041,0003,17,2330,39610,
10,993,2,2005/09/07,0041,0011,4,680,2720,
10,994,1,2005/06/26,0027,0026,10,9760,97600,
10,995,1,2005/06/04,0025,0071,19,10050,190950,
10,995,2,2005/06/04,0025,0013,17,8420,143140,
10,996,1,2005/06/01,0001,0006,8,6030,48240,
10,997,1,2005/09/08,0002,0024,12,8370,100440,
10,997,2,2005/09/08,0002,0015,13,1820,23660,
10,998,1,2005/08/23,0036,0092,5,8280,41400,
10,998,2,2005/08/23,0036,0007,19,4320,82080,
10,999,1,2005/09/03,0014,0016,1,5310,5310,
10,999,2,2005/09/03,0014,0002,15,3040,45600,
10,999,3,2005/09/03,0014,0032,7,4660,32620,
10,999,4,2005/09/03,0014,0023,6,7170,43020,
10,1000,1,2005/07/15,0050,0026,13,9760,126880,
